,date,meanCumstatpoints,cumStatpoints
date,2018-11-01,78.8393351800554,100.3933125893699
date,2018-11-02,70.88095238095238,100.67815003709686
date,2018-11-03,80.3288490284006,100.86148569938932
date,2018-11-04,78.84049079754601,101.03820062318015
date,2018-11-05,76.36585365853658,101.22274129497295
date,2018-11-06,75.40926640926641,101.41916029592453
date,2018-11-07,77.88622754491018,101.56660478371947
date,2018-11-08,76.40761904761905,101.82588982351442
date,2018-11-09,81.09493670886076,102.00084589623648
date,2018-11-10,76.4297124600639,102.2049386113484
date,2018-11-11,81.66917293233082,102.36213045782009
date,2018-11-12,72.17543859649123,102.45382570159525
date,2018-11-13,79.08251473477407,102.6555432280455
date,2018-11-14,77.73059360730593,102.80192065829114
date,2018-11-15,78.60834990059642,103.0143570878723
date,2018-11-16,75.59076923076923,103.11442246159206
date,2018-11-17,79.86341463414634,103.30176901494428
date,2018-11-18,74.42456140350878,103.5136869116691
date,2018-11-19,79.91634241245136,103.73965443848208
date,2018-11-20,91.56603773584905,103.92373696560804
date,2018-11-21,78.91836734693878,104.15069828838078
date,2018-11-23,81.96915776986951,104.32540147644177
date,2018-11-24,80.25901639344262,104.53332419970374
date,2018-11-25,79.39910313901345,104.72290994139252
date,2018-11-26,82.05223880597015,104.96213872664474
date,2018-11-27,79.60526315789474,105.14960455836284
date,2018-11-28,85.81090909090909,105.37598622202496
date,2018-11-29,80.00223713646533,105.56202978597982
date,2018-11-30,82.79779411764706,105.71233806793282
date,2018-12-01,83.22666666666667,105.91606905104058
date,2018-12-02,79.67721518987342,106.08514424736862
date,2018-12-03,74.39393939393939,106.21466609473748
date,2018-12-04,81.69557522123894,106.44079359856059
date,2018-12-05,85.2375,106.61791824445294
date,2018-12-06,82.27375201288245,106.82963926464791
date,2018-12-07,84.23214285714286,106.99556399147916
date,2018-12-08,82.47048300536673,107.19586096046972
date,2018-12-09,73.02884615384616,107.37566592887241
date,2018-12-10,88.55813953488372,107.54637546177972
date,2018-12-11,78.49825783972125,107.7543884120023
date,2018-12-12,80.52340425531915,108.005464296518
date,2018-12-13,82.46436781609195,108.21159239394238
date,2018-12-14,80.64718614718615,108.46601030841695
date,2018-12-15,80.49288256227759,108.6528380079522
date,2018-12-16,84.79896907216495,108.88513262551594
date,2018-12-17,79.50662251655629,109.02358637108372
date,2018-12-18,83.10437710437711,109.19096363761113
date,2018-12-19,86.375,109.26065202288027
date,2018-12-20,86.31689088191331,109.40926502185975
date,2018-12-21,83.7515923566879,109.55722337699589
date,2018-12-22,85.4624203821656,109.73240606947708
date,2018-12-23,83.8551724137931,109.93960218813163
date,2018-12-27,86.21892655367232,110.12465044280106
date,2018-12-28,89.56441717791411,110.36977114354316
date,2018-12-29,85.03775883069427,110.57065930245943
date,2018-12-30,78.06666666666666,110.81844022786075
date,2018-12-31,87.94908062234795,111.0155785171652
date,2019-01-01,78.56179775280899,111.15652131883309
date,2019-01-02,86.27134146341463,111.39873095056114
date,2019-01-03,86.65962441314554,111.61357620718113
date,2019-01-04,84.4030226700252,111.7774112019364
date,2019-01-05,90.37474541751527,111.94867525806282
date,2019-01-06,84.7636815920398,112.13936486949575
date,2019-01-07,93.53571428571429,112.25717142554593
date,2019-01-08,89.65897858319605,112.45923330046135
date,2019-01-09,85.675,112.65378004267097
date,2019-01-10,87.5660091047041,112.83002785569353
date,2019-01-11,91.33488372093024,113.0590811530122
date,2019-01-12,90.25816023738872,113.23071723542577
date,2019-01-13,89.7165109034268,113.49412920051361
date,2019-01-14,90.61094224924013,113.73560263275313
date,2019-01-15,92.57829181494662,113.91085693497203
date,2019-01-16,87.8576923076923,114.10384015571731
date,2019-01-17,90.17694369973191,114.27448016969174
date,2019-01-18,93.43307086614173,114.47202204919476
date,2019-01-19,91.05766062602966,114.6870954842373
date,2019-01-20,84.15129151291512,114.92710468319613
date,2019-01-21,92.2304347826087,115.13919976879781
date,2019-01-22,95.74045801526718,115.33957604196348
date,2019-01-23,84.95264623955431,115.53369410677996
date,2019-01-28,90.29523809523809,115.75492707588829
date,2019-01-29,89.53896103896103,115.91783498950443
date,2019-01-30,97.31683168316832,116.03743221834912
date,2019-01-31,88.2051282051282,116.26377056366763
date,2019-02-01,97.4841628959276,116.4540209065592
date,2019-02-02,90.85852981969487,116.63444391049221
date,2019-02-03,91.4578313253012,116.82195884274246
date,2019-02-04,85.61711711711712,117.02495504007294
date,2019-02-05,89.3188622754491,117.20439219974793
date,2019-02-06,98.00990099009901,117.44358665743732
date,2019-02-07,92.37823834196891,117.63977330335902
date,2019-02-08,95.66101694915254,117.72639163533194
date,2019-02-09,94.01049868766404,117.95746685857776
date,2019-02-10,97.82823529411765,118.13346419235546
date,2019-02-11,92.33557046979865,118.36731783419815
date,2019-02-12,97.42791411042944,118.5931994101727
date,2019-02-13,77.12605042016807,118.67518574578344
date,2019-02-14,95.59663865546219,118.84384335046838
date,2019-02-15,83.50210970464136,119.05751519278438
date,2019-02-16,94.1822358346095,119.24178565510907
date,2019-02-17,92.65882352941176,119.4617823223312
date,2019-02-18,96.82636655948554,119.71573785278675
date,2019-02-19,93.41747572815534,119.87270586620845
date,2019-02-20,95.32227488151659,120.0796792695354
date,2019-02-21,92.5211038961039,120.23504515011373
date,2019-02-22,91.4055944055944,120.41698219324057
date,2019-02-23,92.29783693843594,120.5901402442698
date,2019-02-24,91.87539936102236,120.78903787208795
date,2019-02-25,86.77551020408163,120.96376676809798
date,2019-02-26,97.65625,121.17695820987522
date,2019-02-27,87.92831541218638,121.36845556485608
date,2019-02-28,95.5761421319797,121.61490010836278
date,2019-03-01,96.09598214285714,121.82438007598721
date,2019-03-02,90.92072072072072,122.0118899654801
date,2019-03-03,98.3937360178971,122.18338263616474
date,2019-03-04,101.23423423423424,122.44706841826411
date,2019-03-05,92.70377019748653,122.62222773491898
date,2019-03-06,97.58222222222223,122.83903604464513
date,2019-03-07,94.00325732899023,122.98885472307386
date,2019-03-08,87.06302521008404,123.2211493406376
date,2019-03-09,95.20270270270271,123.40740358354907
date,2019-03-10,99.35164835164835,123.6286365526574
date,2019-03-11,96.6485788113695,123.77749718613492
date,2019-03-12,96.02702702702703,123.99304984927966
date,2019-03-13,84.63855421686748,124.27572161282107
date,2019-03-14,93.52575488454707,124.45314023724809
date,2019-03-15,94.00898203592814,124.65483316866569
date,2019-03-16,99.70814814814815,124.83585090027832
date,2019-03-17,90.4964200477327,124.9988452142729
date,2019-03-18,97.67727272727272,125.19946329307795
date,2019-03-19,98.45517241379311,125.37568679605734
date,2019-03-20,96.29047619047618,125.62346772145867
date,2019-03-21,98.85481481481482,125.79760264958794
date,2019-03-22,95.22641509433963,125.95100475552626
date,2019-03-23,95.29962546816479,126.14298857178993
date,2019-03-24,99.42957746478874,126.2378694719216
date,2019-03-25,98.25656565656566,126.41619665308166
date,2019-03-26,96.75641025641026,126.61394489162309
date,2019-03-27,102.13716814159292,126.83390528170557
date,2019-03-28,97.31162790697674,127.05647593853408
date,2019-03-29,93.43611111111112,127.22037269648182
date,2019-03-30,102.75497702909648,127.4217184140026
date,2019-03-31,97.42283950617283,127.5966563358716
date,2019-04-01,99.46896551724137,127.79530828468472
date,2019-04-02,101.84657039711192,127.98818829204812
date,2019-04-03,91.88343558282209,128.17915441937046
date,2019-04-04,100.23641703377386,128.33606414635918
date,2019-04-05,94.62745098039215,128.54254825086028
date,2019-04-06,98.5615292712067,128.7429266425939
